Ticker,Market Cap
GOSS,344362528
GOVX,17176458
GOVXW,N/A
GP,12690063
GPAT,378421856
GPATW,N/A
GPCR,1120816896
GPRE,516002048
GPRO,124558232
GRAB,20661241856
GRABW,N/A
GRAL,1450091776
GRAN,141101248
GRCE,45980096
GREE,26863338
GREEL,N/A
GRFS,8301188096
GRI,4202082
GRNQ,16363750
GROW,32207946
GRPN,1346580480
GRRR,453352800
GRRRW,N/A
GRVY,438701440
GRWG,61280672
GRYP,99195168
GSAT,3491159040
GSBC,703039616
GSHD,3628775680
GSHR,207200032
GSHRW,N/A
GSIT,127236136
GSIW,57890624
GSM,816488768
GSRT,318709568
GSRTR,N/A
GSRTU,N/A
GSUN,5887749
GT,3164160768
GTBP,7001601
GTEC,32518458
GTEN,459990368
GTENU,N/A
GTENW,N/A
GTERU,N/A
GTI,10184787
GTIM,17474160
GTLB,7075516416
GTM,11761310720
GTX,2305291776
GURE,9743018
GUTS,76893264
GV,7322317
GVH,2801583
GWAV,12925115
GWRS,286226080
GXAI,8940642
GYRE,685363904
GYRO,19690422
HAFC,791103808
HAIN,147546432
HALO,7113548288
HAO,3968328
HAS,10634389504
HBAN,24758487040
HBANL,N/A
HBANM,N/A
HBANP,N/A
HBCP,439568192
HBIO,19073790
HBNB,709480576
HBNC,698721728
HBT,821400000
HCAI,27311856
HCAT,268660640
HCHL,91107000
HCKT,680041344
HCM,2766347520
HCSG,968358976
HCTI,8618211
HCWB,10635561
HDL,1155789312
HDSN,351758880
HELE,500425536
HEPS,885084608
HERZ,N/A
HFBL,43500048
HFFG,173888208
HFWA,876170304
HGBL,78310944
HHS,26610632
HIFS,613280256
HIHO,7362912
HIMX,1630189056
HIT,57680224
HITI,194093296
HIVE,503492576
HKIT,41312152
HKPD,15729999
HLIT,1051236608
HLMN,1541557632
HLNE,8019308544
HLP,49203996
HLVX,106213480
HLXB,250845744
HMR,86663320
HMST,252214256
HNNA,94668248
HNNAZ,N/A
HNRG,668924544
HNST,499924768
HNVR,163441584
HOFT,117773976
HOLO,30975290
HOLOW,N/A
HOLX,14455955456
HON,153079087104
HOND,319412480
HONDW,N/A
HONE,528749280
HOOD,87774806016
HOOK,14514788
HOPE,1488651008
HOTH,18756638
HOUR,59079684
HOVNP,2489011712
HOVR,59120864
HOVRW,N/A
HOWL,58111312
HPAI,177718528
HPAIW,N/A
HPK,1217176832
HPKEW,N/A
HQI,140751984
HQY,8420974080
HRMY,1990326272
HROW,1311093120
HROWL,N/A
HROWM,N/A
HRTX,324961344
HRZN,333735872
HSAI,3097618432
HSCS,4496752
HSCSW,N/A
HSDT,5103000
HSIC,8827853824
HSII,973404928
HSON,23833690
HSPO,50108256
HSPOW,N/A
HSPT,92979200
HST,11560918016
HSTM,825862016
HTBK,645520832
HTCO,26983984
HTCR,10163468
HTHT,10295355392
HTLD,710517312
HTLM,51553124
HTO,1771354496
HTOO,99148192
HTOOW,N/A
HTZ,2437370880
HTZWW,N/A
HUBC,29137170
HUBCW,N/A
HUBCZ,N/A
HUBG,2139266944
HUDI,18731454
HUHU,149060736
HUIZ,27289662
HUMA,382368352
HUMAW,N/A
HURA,108458232
HURC,124694400
HURN,2301918208
HUT,2547580672
HVII,264396720
HVIIR,401363
HVIIU,N/A
HWBK,201700832
HWC,5139448320
HWCPZ,N/A
HWH,8807904
HWKN,3283688704
HXHX,19441126
HYFM,18432552
HYMC,147497184
HYMCL,N/A
HYPD,60588752
HYPR,62264056
IAC,3228802304
IART,950809984
IAS,1320953088
IBAC,164578096
IBACR,N/A
IBCP,709690816
IBEX,400235936
IBG,9371167
IBIO,12350997
IBKR,100334280704
IBOC,4366090240
IBRX,2559598080
ICAD,103588000
ICCC,57931544
ICCM,61017624
ICFI,1621097472
ICG,186547936
ICHR,780667840
ICLR,11895942144
ICMB,41079900
ICON,6064013
ICU,9199287
ICUCW,N/A
ICUI,3227850496
IDAI,7932578
IDCC,5900988416
IDN,103787256
IDXX,42744242176
IDYA,1967091584
IEP,5116826112
IESC,6132428288
IFBD,8352341
IFRX,58269284
IGIC,1075880832
IGMS,81255424
IHRT,274095456
III,233790368
IIIV,935385088
IINN,35482732
IINNW,N/A
IKNA,66596176
IKT,140877152
ILAG,11527073
ILLR,85587232
ILLRW,N/A
ILMN,15627376640
ILPT,394868320
IMAB,173936464
IMCC,13084960
IMCR,1777767040
IMDX,80650024
IMG,9168505
IMKTA,1276803584
IMMP,243083536
IMMR,251396064
IMMX,78926208
IMNM,741344896
IMNN,10852645
IMOS,640979456
IMPP,109784488
IMPPP,N/A
IMRN,10963402
IMRX,150420224
IMTE,3740258
IMTX,737200768
IMUX,79403968
IMVT,3190436608
IMXI,304263488
INAB,7749517
INACU,N/A
INBK,241778816
INBKZ,N/A
INBS,11885682
INBX,333235232
INCR,84221968
INCY,13525703680
INDB,3336287488
INDI,745461888
INDP,6923435
INDV,1942668800
INEO,11948750
INGN,180547552
INHD,9586840
INKT,186967312
INLF,16694999
INM,8846740
INMB,58421844
INMD,931071488
INNV,584606272
INO,70325072
INOD,1593614080
INSE,239518576
INSG,114733104
INSM,19266920448
INTA,3517503488
INTC,101481922560
INTG,28244184
INTJ,22048688
INTR,2968002048
INTS,8810574
INTU,210047090688
INTZ,41994576
INV,264494704
INVA,1226564608
INVE,81716208
INVZ,323313248
INVZW,N/A
IOBT,109362288
IONR,169019456
IONS,6722876928
IOSP,2182627072
IOTR,12568500
IOVA,659519680
IPA,90614896
IPAR,4313610752
IPCX,349903968
IPCXR,N/A
IPCXU,N/A
IPDN,5340620
IPGP,3151395840
IPHA,159741632
IPM,26804926
IPOD,145696976
IPODU,N/A
IPODW,N/A
IPSC,51979600
IPW,22924088
IPWR,50174008
IPX,1025236096
IQ,1709252096
IQST,31164808
IRBT,152105888
IRD,65329016
IRDM,3429753600
IREN,4132297728
IRIX,17141570
IRMD,737475776
IROH,93103504
IROHR,N/A
IROHU,N/A
IROHW,N/A
IRON,1988355200
IROQ,80910256
IRTC,4449428992
IRWD,120005712
ISBA,220954928
ISPC,2684124
ISPO,40474200
ISPOW,N/A
ISPR,167722032
ISRG,185852264448
ISRL,78956608
ISRLW,N/A
ISSC,258781744
ISTR,217177392
ITIC,387864256
ITOS,395942464
ITRI,6163055104
ITRM,41400000
ITRN,784603584
IVA,449241312
IVDA,6655125
IVF,1664070
IVP,2026363
IVVD,86155992
IXHL,21690486
IZEA,53906272
IZM,29468438
JACK,399676896
JAGX,3125749
JAKK,219134288
JAMF,1077996416
JANX,1550981888
JAZZ,6745463808
JBDI,20381124
JBHT,15069643776
JBIO,291896096
JBLU,1548465792
JBSS,778194176
JCAP,1074419584
JCSE,5418067
JCTC,13368856
JD,45079834624
JDZG,7820697
JEM,78361496
JFB,75572504
JFBR,3431613
JFBRW,N/A
JFIN,924359744
JFU,17661128
JG,71197240
JJSF,2264814848
JKHY,12858576896
JL,24526284
JLHL,86532680
JMSB,265219440
JOUT,322045696
JOYY,2808504576
JRSH,42163668
JRVR,255166192
JSM,5171273728
JSPR,52126688
JSPRW,N/A
JTAI,9184791
JUNS,91035728
JVA,25918756
JWEL,5165742
JXG,3844964
JYD,23331780
JYNT,175829168
JZ,1234202
JZXN,11855974
KALA,37856232
KALU,1428614272
KALV,744559872
KARO,1645255680
KAVL,7784127
KBSX,76097728
KC,3583812096
KCHVU,N/A
KDP,45037580288
KE,475905408
KELYA,435534240
KELYB,439058624
KEQU,173373184
KFFB,24138858
KFII,398841984
KFIIR,N/A
KG,242722592
KGEI,209641680
KHC,32766304256
KIDS,549871808
KIDZ,54970048
KIDZW,N/A
KINS,204624736
KIRK,26392144
KITT,36919144
KITTW,N/A
KLAC,121856106496
KLIC,1878587008
KLRS,47504096
KLTO,46895304
KLTOW,N/A
KLTR,268065168
KLXE,30017170
KMB,42208653312
KMDA,448035584
KMTS,795904832
KNDI,101463120
KNSA,2097186560
KOD,267774752
KOPN,263371488
KOSS,47910340
KPLT,43840856
KPLTW,N/A
KPRX,9405527
KPTI,41074088
KRKR,11982281
KRMD,150650368
KRNT,925587584
KRNY,427840512
KROS,591969472
KRRO,121184272
KRT,573585600
KRUS,913754624
KRYS,4331625984
KSCP,54726672
KSPI,16358445056
KTCC,32285700
KTOS,8836308992
KTTA,5126393
KTTAW,N/A
KURA,544121984
KVAC,123336504
KVACU,N/A
KVACW,N/A
KVHI,104857320
KWM,287770688
KWMWW,N/A
KXIN,9905069
KYMR,3135149824
KYTX,188218304
KZIA,15567649
KZR,32729984
LAB,462389728
LAES,393258912
LAKE,130825752
LAMR,12851992576
LAND,383195968
LANDM,410033888
LANDO,N/A
LANDP,N/A
LARK,154466064
LASE,45509668
LASR,911169984
LAUR,3540189952
LAZR,136282848
LBDKV,N/A
LBGJ,26434680
LBRDA,13885591552
LBRDK,13865152512
LBRDP,N/A
LBTYA,3536993024
LBTYB,3639286784
LBTYK,3533857280
LCCC,89406200
LCCCU,N/A
LCFY,5971061
LCFYW,N/A
LCID,6908838912
LCNB,216194528
LCUT,106009256
LDWY,8865519
LE,340380064
LECO,12455405568
LEDS,18895440
LEE,43406688
LEGH,563876480
LEGN,7232339456
LENZ,959503936
LESL,79323528
LEXX,16341712
LEXXW,N/A
LFCR,304347968
LFMD,512648928
LFMDP,N/A
LFST,1767441408
LFUS,5714625536
LFVN,156723088
LFWD,11601870
LGCB,19025850
LGCL,118314016
LGHL,2100788
LGIH,1265247360
LGND,2424991488
LGO,87534720
LGVN,21313206
LHSW,122199992
LI,29047422976
LICN,3226862
LIDR,20981096
LIDRW,N/A
LIEN,239614208
LIF,5224614400
LILA,1266093824
LILAK,1258616320
LIMN,161290512
LIMNW,N/A
LIN,220327067648
LINC,717314496
LIND,702996544
LINE,10508573696
LINK,71712808
LIQT,17401412
LITE,6444484096
LITM,29962686
LIVE,42952128
LIVN,2393678336
LIXT,9196003
LIXTW,N/A
LKFN,1691355648
LKQ,9903848448
LLYVA,7515644928
LLYVK,7495650816
LMAT,1904007424
LMB,1716488448
LMFA,11862284
LMNR,275371552
LNKB,282257504
LNKS,7056062
LNSR,153455456
LNT,16075300864
LNTH,5719589888
LNW,8241257472
LNZA,66689932
LNZAW,N/A
LOAN,63370396
LOBO,5506803
LOCO,322760608
LOGI,13905914880
LOKV,298137504
LOKVU,N/A
LOKVW,N/A
LOOP,60125184
LOPE,4898290176
LOT,1471817856
LOTWW,N/A
LOVE,263847936
LPAA,299287488
LPAAW,N/A
LPBB,299718752
LPBBW,N/A
LPCN,16880386
LPLA,29732763648
LPRO,300063936
LPSN,88791296
LPTH,141566368
LPTX,13484413
LQDA,1228412160
LQDT,756477568
LRCX,127534661632
LRE,24023386
LRFC,50529828
LRHC,5445435
LRMR,222496944
LSAK,380653440
LSB,20050104
LSBK,91657192
LSBPW,N/A
LSCC,7263172608
LSE,94318496
LSH,9565500
LSTA,23129158
LSTR,4877091840
LTBR,322651840
LTRN,42708488
LTRX,115504192
LTRYW,N/A
LUCD,126588144
LUCY,8225703
LUCYW,N/A
LULU,27513595904
LUNG,107890104
LUNR,1284187776
LVLU,12936040
LVO,74109152
LVRO,248410992
LVROW,N/A
LVTX,38537264
LWACU,N/A
LWAY,376279200
LWLG,181934656
LX,1154291072
LXEH,28079216
LXEO,240219888
LXRX,428550016
LYEL,142602000
LYFT,6280095744
LYRA,13761879
LYTS,529579424
LZ,1617067264
LZMH,681273600
MAAS,61599564
MACI,227243024
MACIW,5175000
MAMA,338872416
MAMK,51537500
MAMO,112176088
MANH,12019748864
MAPS,167158608
MAPSW,N/A
MAR,77455048704
MARA,6707747328
MARPS,8964000
MASI,8779156480
MASK,17748012
MASS,242063104
MAT,6446958080
MATH,138527968
MATW,773974656
MAXN,56603944
MAYA,120523128
MAYAR,1779625
MAYAU,81243752
MAYS,75873960
MAZE,685864128
MB,212500000
MBAV,395671872
MBAVU,306249984
MBAVW,56062500
MBBC,29507558
MBCN,243526656
MBIN,1615494656
MBINL,N/A
MBINM,N/A
MBINN,N/A
MBIO,10747597
MBLY,13291065344
MBNKO,N/A
MBOT,95213632
MBRX,15609246
MBUU,659203968
MBWM,801775296
MBX,453401984
MCBS,745534016
MCFT,326290208
MCHP,39895478272
MCHPP,N/A
MCHX,89559464
MCRB,132645456
MCRI,1611932032
MCTR,41279400
MCVT,11440447
MCW,2135737472
MDAI,68874560
MDAIW,N/A
MDB,16510374912
MDBH,43981784
MDCX,49552872
MDCXW,N/A
MDGL,7036003840
MDIA,66023328
MDLZ,87478034432
MDRR,15167278
MDWD,221233616
MDXG,1000681088
MDXH,107904120
MEDP,9244735488
MEGL,6136715
MEIP,19388924
MELI,120659812352
MENS,883441792
MEOH,2246425856
MERC,255446448
MESA,42781104
MESO,1418567680
META,1811071893504
METC,999665728
METCB,891171840
METCL,N/A
METCZ,N/A
MFH,256663360
MFI,51350260
MFIC,1231140992
MFICL,N/A
MFIN,221676208
MGEE,3162850304
MGIC,1016328640
MGIH,17887500
MGNI,3232853248
MGNX,100313576
MGPI,639004864
MGRC,2932682496
MGRM,205569440
MGRX,15869885
MGTX,712841088
MGX,83547648
MGYR,109035512
MHUA,14037980
MIDD,7841457152
MIGI,11112000
MIMI,163158624
MIND,60926216
MIRA,26902164
MIRM,2659517952
MIST,75117336
MITK,436960672
MKDW,31136602
MKSI,7023331328
MKTW,47943032
MKTX,8141806592
MKZR,10259813
MLAB,460057280
MLAC,317673120
MLACR,5666000
MLCO,3624719104
MLEC,18681728
MLGO,16212660
MLKN,1388127872
MLTX,3209895424
MLYS,971763712
MMLP,116384200
MMSI,5521666048
MMYT,8628442112
MNDO,29639076
MNDR,292120480
MNDY,14895240192
MNKD,1214212224
MNMD,622936896
MNOV,62779136
MNPR,267846192
MNRO,474746976
MNSB,154157840
MNSBP,N/A
MNST,58197807104
MNTK,304808768
MNTS,8414044
MNTSW,N/A
MNY,45566272
MNYWW,N/A
MOB,24661576
MOBBW,160968496
MOBX,42312448
MOBXW,N/A
MODD,38276968
MODV,47815376
MOFG,635334848
MOGO,48629632
MOLN,130752768
MOMO,1439594112
MORN,12409012224
MOVE,4362909
MPAA,222927488
MPB,674438016
MPWR,34354139136
MQ,2748738816
MRAM,149071200
MRBK,157937776
MRCC,137581008
MRCY,3096504064
MREO,264734992
MRKR,17644298
MRM,10747442
MRNA,12723813376
MRNO,678149184
MRNOW,N/A
MRSN,42711044
MRTN,1098530944
MRUS,4133457152
MRVI,984602048
MRVL,62406033408
MRX,2832161536
MSAI,27417684
MSAIW,N/A
MSBI,406850528
MSBIP,N/A
MSEX,1000843136
MSFT,3738493255680
MSGM,16301825
MSGY,60900000
MSPR,8206573
MSPRW,N/A
MSPRZ,N/A
MSS,17607246
MSTR,125821730816
MSW,45672000
MTC,23801620
MTCH,7937932800
MTEK,27623118
MTEKW,N/A
MTEN,114224744
MTEX,15802052
MTLS,343180416
MTRX,378816064
MTSI,10182227968
MTSR,4443868672
MTVA,13673192
MU,132941455360
MULN,1242548
MURA,43603976
MVBF,310703264
MVIS,332764768
MVST,1039464448
MVSTW,N/A
MWYN,25123952
MXCT,239968096
MXL,1295607040
MYFW,235064832
MYGN,479783360
MYNZ,6904878
MYPS,156740528
MYPSW,N/A
MYRG,2902763520
MYSZ,3863334
MZTI,4867048960
NA,180913568
NAAS,6149937
NAGE,883796032
NAII,20884682
NAKA,90788272
NAKAW,N/A
NAMI,74520248
NAMM,453564864
NAMMW,N/A
NAMS,2464348416
NAMSW,N/A
NAOV,2445258
NATH,470170976
NATR,290980032
NAUT,97928696
NAVI,1515732736
NB,207795312
NBBK,778748800
NBIS,12391003136
NBIX,13312879616
NBN,834718016
NBTB,2314978304
NBTX,256730080
NCEW,19006000
NCI,8290560
NCMI,465411104
NCNA,17478012
NCNO,3466665728
NCPL,10423119
NCPLW,N/A
NCRA,14654850
NCSM,75946008
NCT,111175504
NCTY,139780256
NDAQ,51495870464
NDLS,41349240
NDRA,6062017
NDSN,12377426944
NECB,302542176
NEGG,774250496
NEHC,6514792
NEHCW,N/A
NEO,924673536
NEOG,1151386496
NEON,438704992
NEOV,154244544
NEOVW,N/A
NEPH,39172720
NERV,12441277
NESR,611183552
NESRW,N/A
NETD,422043744
NETDU,N/A
NETDW,N/A
NEUP,14447492
NEWT,305040352
NEWTG,N/A
NEWTH,N/A
NEWTI,N/A
NEWTZ,N/A
NEXN,626877056
NEXT,2933528064
NFBK,500856672
NFE,1072114240
NFLX,537866436608
NGNE,320469376
NHIC,281098304
NHICU,N/A
NHICW,N/A
NHPAP,N/A
NHPBP,N/A
NHTC,52233784
NICE,10406861824
NIOBW,N/A
NIPG,136001184
NISN,17897882
NITO,6174400
NIU,263908144
NIVF,2714094
NIVFW,N/A
NIXX,48201024
NIXXW,N/A
NKSH,185555872
NKTR,419364128
NKTX,133755072
NLSP,10355943
NLSPW,N/A
NMFC,1153466368
NMFCZ,N/A
NMIH,2980388608
NMPAU,N/A
NMRA,210838528
NMRK,3062516992
NMTC,36132852
NN,2141521408
NNAVW,N/A
NNBR,107704768
NNDM,343307168
NNE,1492445568
NNNN,2073859200
NNOX,325797024
NODK,273842464
NOEM,96624360
NOEMR,N/A
NOEMW,N/A
NOTV,66473052
NOVT,4570449920
NPAC,313195200
NPACU,N/A
NPACW,N/A
NPCE,312569696
NRC,352034432
NRDS,787598144
NRIM,532489824
NRIX,973200832
NRSN,47617568
NRSNW,N/A
NRXP,62215848
NRXPW,N/A
NSIT,4498044928
NSPR,73524720
NSSC,1083241344
NSTS,63498220
NSYS,24434762
NTAP,21025404928
NTCL,22911550
NTCT,1587063680
NTES,82314395648
NTGR,860773568
NTHI,79532024
NTIC,81574240
NTLA,1230048128
NTNX,19420033024
NTRA,21605832704
NTRB,90600648
NTRBW,N/A
NTRP,31842116
NTRS,24542068736
NTRSO,N/A
NTWK,42973864
NTWO,185563504
NTWOU,N/A
NTWOW,N/A
NUKK,41571076
NUKKW,1174720896
NUTX,638838784
NUVL,6025835520
NUWE,45691984
NVA,60301016
NVAWW,N/A
NVAX,1124071808
NVCR,1946545408
NVCT,171535632
NVDA,4007248527360
NVEC,368108640
NVEE,1566514560
NVFY,33725016
NVMI,8253196288
NVNI,32548552
NVNO,75141760
NVTS,1125026304
NVVE,9623836
NVVEW,N/A
NVX,176667120
NWBI,1722735616
NWE,3225190912
NWFL,237069312
NWGL,16801498
NWL,2353604352
NWPX,418632608
NWS,17723402240
NWSA,17686935552
NWTG,6548854
NWTN,490340832
NWTNW,N/A
NXGL,19770146
NXGLW,N/A
NXL,17693236
NXLIW,N/A
NXPI,56533315584
NXPL,18701222
NXPLW,N/A
NXST,5548301824
NXT,9004278784
NXTC,138848480
NXTT,1177871872
NXXT,233094624
NYAX,1578576128
NYMT,607706880
NYMTG,N/A
NYMTH,N/A
NYMTI,N/A
NYMTL,N/A
NYMTM,N/A
NYMTN,1131161344
NYMTZ,N/A
NYXH,298257984
OABI,250175088
OABIW,N/A
OACC,256644416
OACCU,N/A
OACCW,N/A
OAKU,62689184
OBAWU,N/A
OBIO,115968112
OBLG,7209591
OBT,368596288
OCC,49204876
OCCI,171161088
OCCIM,N/A
OCCIN,N/A
OCCIO,N/A
OCFC,1094398720
OCG,124401320
OCGN,325614592
OCS,922689280
OCSAW,N/A
OCSL,1274597248
OCTO,4354282
OCUL,1799293568
ODD,3987815424
ODFL,35058814976
ODP,547499712
ODYS,79624520
OESX,19539156
OFAL,43720104
OFIX,427266624
OFLX,347546752
OFS,115022688
OFSSH,N/A
OGI,198817744
OKTA,16052443136
OKUR,33776000
OKYO,96180448
OLB,4997884
OLED,7281474048
OLLI,7878650880
OLMA,326027456
OLPX,1002214144
OM,334419808
OMAB,5444149248
OMCC,42352200
OMCL,1288199040
OMDA,978869888
OMER,228218560
OMEX,43246124
OMH,34189628
OMSE,281434880
ON,24738791424
ONB,8606420992
ONBPO,N/A
ONBPP,N/A
ONC,29230575616
ONCHU,N/A
ONCO,2452756
ONCY,113990352
ONDS,415162944
ONEG,86255000
ONEW,262243008
ONFO,5383770
ONFOW,N/A
ONMD,26844372
ONMDW,N/A
OP,15379955
OPAL,429960096
OPBK,203726912
OPCH,5022939136
OPEN,647538624
OPI,19524484
OPINL,N/A
OPK,1054760512
OPOF,206319792
OPRA,1657786240
OPRT,283622144
OPRX,228784384
OPTX,47694788
OPTXW,N/A
OPXS,89833392
ORGN,88332592
ORGNW,N/A
ORGO,572745792
ORIC,922915264
ORIQU,N/A
ORIS,13266934
ORKA,546631296
ORKT,16617592
ORLY,79756763136
ORMP,86807312
ORRF,655485568
OS,6095195136
OSBC,852012736
OSIS,3540380160
OSPN,591617024
OSRH,22183280
OSRHW,N/A
OSS,109241352
OST,14635113
OSUR,226644288
OSW,2201310208
OTEX,7310338560
OTLK,98563504
OTLY,388465440
OTRK,3407663
OTTR,3292847872
OUST,1323357056
OUSTW,N/A
OUSTZ,N/A
OVBC,160126896
OVID,28258916
OVLY,238804880
OXBR,18458442
OXBRW,2751549
OXLC,2005863936
OXLCG,N/A
OXLCI,N/A
OXLCL,N/A
OXLCN,N/A
OXLCO,430204064
OXLCP,N/A
OXLCZ,N/A
OXSQ,176003440
OXSQG,N/A
OXSQZ,N/A
OYSE,338124576
OYSER,N/A
OYSEU,N/A
OZK,5893634048
OZKAP,N/A
PAA,13172930560
PACB,441124960
PACHU,N/A
PAGP,4576784896
PAHC,1279037824
PAL,207349296
PALI,3781207
PAMT,301617888
PANL,335976032
PANW,126995398656
PARA,9208348672
PARAA,9017856000
PASG,426958816
PATK,3322004992
PAVM,10160577
PAVS,61949944
PAX,2126108800
PAYO,2519038720
PAYS,410156896
PAYX,52041781248
PBBK,44404460
PBFS,311897184
PBHC,93832912
PBM,3762441
PBMWW,N/A
PBPB,383337792
PBYI,172988768
PC,11041600
PCAP,397555200
PCAPU,N/A
PCAPW,N/A
PCAR,50364567552
PCB,313657664
PCH,3176850176
PCLA,109274840
PCRX,1076584320
PCSA,5692043
PCSC,116763232
PCT,2797544704
PCTTU,N/A
PCTTW,N/A
PCTY,9960472576
PCVX,4672524800
PCYO,245317104
PDD,144960471040
PDEX,150105664
PDFS,897862464
PDLB,337825920
PDSB,55254248
PDYN,319635808
PDYNW,N/A
PEBK,157661344
PEBO,1128546048
PECO,4834102272
PEGA,8635224064
PELI,120227984
PELIR,N/A
PELIU,N/A
PENG,1290901120
PENN,2659145216
PEP,185788186624
PEPG,42046356
PERI,501163872
PESI,208971168
PET,8412543
PETS,66307364
PETWW,N/A
PETZ,10426533
PFAI,20592000
PFBC,1150417664
PFG,18129205248
PFIS,517125792
PFX,98767248
PFXNZ,N/A
PGC,535978880
PGEN,578523264
PGNY,2008372736
PGY,1780642816
PGYWW,N/A
PHAR,728985664
PHAT,634261056
PHH,24322472
PHIO,11371615
PHLT,331245376
PHOE,158546160
PHUN,64346548
PHVS,1330721536
PI,3261497088
PIII,1283876352
PIIIW,N/A
PINC,1943372416
PKBK,249656768
PKOH,258407712
PLAB,1161506176
PLAY,1108852352
PLBC,322450560
PLBY,175676400
PLCE,110839504
PLL,147701632
PLMK,248974592
PLMKW,N/A
PLMR,3780129536
PLPC,833446592
PLRX,88089336
PLRZ,3636052
PLSE,1080082560
PLTK,1767272064
PLTR,352069779456
PLUG,1789965184
PLUR,39119612
PLUS,1853958016
PLUT,49043248
PLXS,3591456768
PMAX,7477947
PMCB,7550070
PMEC,58395360
PMN,16351137
PMTR,251102448
PMTRU,N/A
PMTRW,N/A
PMTS,246275152
PMVP,69616616
PN,70772400
PNBK,125480024
PNFP,9250503680
PNFPP,N/A
PNRG,269075712
PNTG,872065664
POAI,7153334
POCI,37064784
PODC,55989420
PODD,20580433920
POET,630709824
POLA,4721676
POLE,306608896
POLEW,N/A
PONY,4487350784
POOL,11364653056
POWI,3183216384
POWL,2533477120
POWW,137256448
POWWP,N/A
PPBI,2182570752
PPBT,6665330
PPC,10689505280
PPIH,190144816
PPSI,30136014
PPTA,1521198464
PRAA,626210880
PRAX,1068761472
PRCH,1277925504
PRCT,3226775296
PRDO,1914315264
PRE,105705736
PRENW,N/A
PRFX,2818396
PRGS,2120454144
PRLD,46687188
PRME,629554752
PROF,175966560
PROK,1470609792
PROP,152115344
PROV,103952056
PRPH,17301910
PRPL,75917032
PRPO,21621894
PRQR,260723920
PRSO,5187434
PRTA,343954528
PRTC,431673120
PRTG,13717292
PRTH,579409216
PRTS,46297428
PRVA,2557881600
PRZO,26704534
PSEC,1496838528
PSHG,22876492
PSIG,11305147
PSIX,1721726080
PSMT,3273906432
PSNL,565722304
PSNY,2363008256
PSNYW,2145615488
PSTV,17089598
PT,16426440
PTC,22824904704
PTCT,3921636352
PTEN,2433648128
PTGX,3401572352
PTHL,469702752
PTIX,3087211
PTIXW,N/A
PTLE,8063561
PTLO,726695552
PTMN,115450008
PTNM,218868640
PTON,2580675840
PUBM,627054144
PULM,23922434
PVBC,230176720
PVLA,301599488
PWM,12707427
PWOD,244263872
PWP,1737244672
PXLW,41653636
PXS,31143124
PYPD,34448300
PYPL,71855603712
PYXS,73717768
PZZA,1537067904
QCOM,169344532480
QCRH,1247674880
QDEL,1954388608
QETA,40550652
QFIN,5703332864
QH,107634008
QIPT,83927056
QLGN,6051276
QLYS,5032981504
QMCO,60671400
QMMM,101255152
QNCX,93331848
QNRX,5287621
QNST,884178240
QNTM,72045728
QQQX,1278529792
QRHC,42811324
QRVO,8119898624
QSEA,114783600
QSEAR,N/A
QSEAU,N/A
QSG,446216480
QSI,351963008
QSIAW,N/A
QTRX,280862496
QTTB,24698920
QUBT,3005030656
QUIK,98500536
QURE,797685632
QVCGA,27674956
QVCGP,N/A
RAAQ,233910000
RAAQU,N/A
RAAQW,N/A
RADX,34381684
RAIL,224170288
RAIN,28449412
RAINW,N/A
RAND,51971676
RANG,164063616
RANGR,N/A
RANI,41287100
RAPP,537884864
RAPT,142789232
RARE,2754481152
RAVE,38797668
RAY,83926344
RAYA,109884776
RBB,330849120
RBBN,712355008
RBCAA,1462017024
RBKB,130739152
RBNE,19093214
RCAT,991622720
RCEL,154907344
RCKT,324291392
RCKTW,N/A
RCKY,174740608
RCMT,182320672
RCON,77487320
RCT,89337728
RDAC,77318608
RDAG,386062496
RDAGU,41620788
RDAGW,N/A
RDCM,204373568
RDGT,6206310
RDHL,4969432
RDI,43664920
RDIB,42316740
RDNT,4232823040
RDVT,649786752
RDWR,1200771200
RDZN,70970192
RDZNW,N/A
REAL,596576128
REAX,830986048
REBN,14777465
RECT,66555004
REE,18923892
REFI,291657920
REFR,55183048
REG,12722432000
REGCO,N/A
REGCP,N/A
REGN,61735464960
REKR,144643104
RELI,4772275
RELIW,N/A
RELL,142165504
RELY,3535934464
RENB,63111032
RENT,19848026
REPL,867226496
RETO,18853146
REVB,12391588
REVBW,N/A
REYN,4588196352
RFAI,158381872
RFAIR,N/A
RFIL,79055064
RGC,7095917056
RGCO,233867088
RGEN,6877373440
RGLD,10498743296
RGNX,436870048
RGP,180393024
RGS,55296748
RGTI,4132948736
RGTIW,N/A
RHLD,295681696
RIBB,65670496
RIBBR,1096200
RICK,348418848
RIGL,342167104
RILY,137999376
RILYG,N/A
RILYK,N/A
RILYL,N/A
RILYN,N/A
RILYP,N/A
RILYT,N/A
RILYZ,N/A
RIME,5843860
RIOT,4435432448
RITR,273534496
RIVN,15207720960
RKDA,6548121
RKLB,19846189056
RLAY,624916992
RLMD,20582112
RLYB,18247738
RMBI,143519424
RMBL,104680136
RMBS,6762122752
RMCF,14299495
RMCO,20067844
RMCOW,N/A
RMNI,456171424
RMR,296026112
RMSG,17537094
RMSGW,N/A
RMTI,37683692
RNA,4051882240
RNAC,340260864
RNAZ,7627613
RNTX,32122866
RNW,2736050944
RNWWW,N/A
RNXT,50103916
ROAD,5927519744
ROCK,1877653760
